train_loss,valid_loss
0.179047,0.050165
0.069993,0.074453
0.056049,0.056886
0.047118,0.050304
0.040277,0.028593
0.034164,0.024344
0.030968,0.023125
0.028942,0.021770
0.026927,0.021350
0.026398,0.018876
