train_loss,valid_loss
0.647760,0.666925
0.595839,0.630198
0.567799,0.592325
0.549843,0.572093
0.538999,0.551388
0.529610,0.542730
0.519901,0.540251
0.514653,0.526823
0.507109,0.507885
0.500157,0.528678
0.496517,0.499763
0.489680,0.500170
0.484771,0.495535
0.479787,0.490216
0.474882,0.484077
0.468912,0.473638
0.464996,0.470982
0.460604,0.477655
0.458178,0.473572
0.457942,0.472174
