train_loss,valid_loss
0.209085,0.044334
0.075864,0.072501
0.059056,0.055126
0.048847,0.042490
0.040429,0.033047
0.035250,0.030861
0.032909,0.027268
0.029858,0.031155
0.029192,0.032523
0.028310,0.032453
