train_loss,valid_loss
0.139053,0.015973
0.129236,0.010396
0.123270,0.011128
0.120707,0.011637
0.122319,0.009180
0.114524,0.022873
0.116563,0.010988
0.110994,0.008256
0.109932,0.006805
0.108584,0.007184
0.103685,0.005710
0.102583,0.006547
0.100038,0.007115
0.099689,0.006307
0.097951,0.005441
0.096042,0.005493
0.094605,0.005405
0.094521,0.004329
0.093707,0.004811
0.094098,0.004520
