train_loss,valid_loss
0.656575,0.664003
0.605045,0.617460
0.568450,0.577375
0.542535,0.548412
0.519846,0.517868
0.503320,0.517288
0.492756,0.499076
0.481112,0.477855
0.472671,0.476573
0.464208,0.458785
0.457135,0.477770
0.451691,0.457892
0.442612,0.463263
0.438279,0.431623
0.432689,0.448488
0.426991,0.451793
0.422647,0.445000
0.418698,0.439932
0.417594,0.443792
0.416253,0.442329
