train_loss,valid_loss
0.142754,0.051592
0.061205,0.054845
0.045617,0.032807
0.037610,0.024749
0.033432,0.029046
0.030123,0.022002
0.027167,0.016188
0.024964,0.015995
0.022967,0.014797
0.021761,0.013992
