0.04898,0.04898,57.55952,5179.69353,-0.45044,45.0001,7.950269314795984,2.9616845039367448,0.0
0.09793,0.09793,57.50187,5175.34372,-0.40006,45.00024,8.001540227395996,2.9807842678991494,0.0
0.14683,0.14683,57.45114,5170.95457,-0.34897,45.00043,8.045172443359709,2.9970384163783277,0.0
0.19569,0.19569,57.40741,5166.53025,-0.2973,45.00067,8.080964685096193,3.010371968175727,0.0
0.24451,0.24452,57.37073,5162.07505,-0.24519,45.00094,8.108758033230947,3.020725721642923,0.0
0.29329,0.2933,57.34115,5157.59339,-0.19277,45.00127,8.128437711551085,3.028056919620675,0.0
0.34203,0.34203,57.31868,5153.08975,-0.14017,45.00163,8.139934341446951,3.032339716751423,0.0
0.39072,0.39073,57.30332,5148.56868,-0.08753,45.00204,8.143224641263199,3.0335654400059737,0.0
0.43937,0.43939,57.29507,5144.03479,-0.03499,45.00249,8.138331557807872,3.031742637674091,0.0
0.48797,0.488,57.29389,5139.49266,0.01732,45.00299,8.125323829598276,3.0268969166620887,0.0
0.53654,0.53657,57.29971,5134.94688,0.06926,45.00353,8.104314993590048,3.01907057247328,0.0
0.58506,0.5851,57.31248,5130.40198,0.1207,45.00411,8.075461858984172,3.0083220206609296,0.0
0.63353,0.63358,57.3321,5125.86244,0.17151,45.00474,8.038962482578476,2.9947250425934167,0.0
0.68196,0.68203,57.35847,5121.33264,0.22156,45.00541,7.9950536899930515,2.978367862045482,0.0
0.73035,0.73043,57.39147,5116.81685,0.27073,45.00612,7.944008195382926,2.959352072215414,0.0
0.7787,0.77879,57.43096,5112.31922,0.3189,45.00688,7.8861313789486065,2.937791435262939,0.0
0.827,0.82711,57.47678,5107.84374,0.36596,45.00768,7.821757786363493,2.9138105782538264,0.0
0.87526,0.87538,57.52877,5103.39423,0.4118,45.00852,7.751247417264931,2.8875436105251446,0.0
0.92347,0.92362,57.58676,5098.97434,0.45632,45.00941,7.674981870989026,2.8591326878700776,0.0
0.97164,0.97181,57.65054,5094.58752,0.49943,45.01034,7.5933604170350435,2.828726548682515,0.0
1.01977,1.01997,57.71991,5090.23701,0.54103,45.01131,7.506796055380876,2.796479046320904,0.0
1.06786,1.06808,57.79466,5085.92586,0.58105,45.01233,7.415711627931476,2.76254770052048,0.0
1.1159,1.11615,57.87456,5081.65688,0.6194,45.01339,7.320536037225237,2.7270922887619005,0.0
