date,date1,date2,date3,date4,date5,OT1,OT2,OT3
0.04821,0.04821,49.98978,5083.09081,0.07705,45.00006,39.177269298782235,14.594563629790402,0.0
0.09622,0.09622,50.03807,5061.25524,0.64932,45.00008,38.57892717008729,14.371665443522629,0.0
0.14401,0.14401,50.16112,5039.72023,1.20991,45.00006,37.59544875904442,14.005293858534793,0.0
0.19159,0.19159,50.35632,5018.69241,1.75251,45.00001,36.273079860059795,13.51267665004326,0.0
0.23896,0.23896,50.62035,4998.35102,2.27159,44.99992,34.6683395902051,12.914868676264716,0.0
0.28612,0.28612,50.94928,4978.84321,2.76259,44.9998,32.843371350476374,12.235019989161469,0.0
0.33308,0.33308,51.33874,4960.28191,3.22196,44.99966,30.861488229930455,11.496716380274819,0.0
0.37985,0.37985,51.78405,4942.74604,3.64724,44.9995,28.783362829772344,10.722559989945852,0.0
0.42643,0.42643,52.28038,4926.28252,4.03693,44.99932,26.664130159981784,9.933090060081435,0.0
0.47284,0.47284,52.82285,4910.90975,4.39047,44.99913,24.551491775899148,9.146076675149322,0.0
0.51908,0.51908,53.40663,4896.62184,4.70805,44.99893,22.484763615814426,8.376166056627126,0.0
0.56517,0.56517,54.02704,4883.39319,4.99051,44.99873,20.494714872151167,7.634820538278793,0.0
0.61112,0.61112,54.67961,4871.183,5.2392,44.99854,18.604000716064494,6.930479767453041,0.0
0.65693,0.65693,55.3601,4859.93951,5.45582,44.99836,16.827987857456684,6.268868247910935,0.0
0.70262,0.70263,56.06456,4849.60371,5.64234,44.99819,15.175794909014702,5.653382902803509,0.0
0.7482,0.74821,56.78934,4840.11244,5.80083,44.99803,13.651406070478629,5.08550795136455,0.0
0.79368,0.79369,57.53107,4831.40094,5.93348,44.9979,12.254756492589449,4.565219235538785,0.0
0.83907,0.83907,58.28668,4823.40487,6.04242,44.9978,10.982724218720866,4.0913537443393,0.0
0.88436,0.88437,59.05339,4816.06169,6.12976,44.99772,9.829993489934239,3.6619312176954106,0.0
0.92964,0.92955,59.82517,4809.31797,6.14256,44.87352,8.794052064682683,3.276015779529853,-47.999999181208274
0.97494,0.97456,60.59675,4803.12014,6.1435,44.76229,7.869332542168107,2.931533426558206,-47.999999181208274
1.02026,1.01944,61.36683,4797.41203,6.13381,44.66265,7.044765669259825,2.6243605707397104,-47.999999181208274
1.06559,1.06418,62.13421,4792.1431,6.11463,44.57337,6.3101269405134355,2.350688314773397,-47.999999181208274
1.11095,1.10881,62.89785,4787.26801,6.08698,44.49335,5.655989665015096,2.107004968262695,-47.999999181208274
1.15631,1.15333,63.65681,4782.74623,6.05176,44.42159,5.073736610659013,1.8901003855151728,-47.999999181208274
1.20169,1.19775,64.41027,4778.5416,6.00978,44.35721,4.555544797579826,1.6970603006959963,-47.999999181208274
1.24707,1.24209,65.1575,4774.62193,5.96178,44.2994,4.094352198609461,1.5252539228719395,-47.999999181208274
1.29245,1.28635,65.89782,4770.9586,5.90841,44.24745,3.6838130022362607,1.372317270286561,-47.999999181208274
1.33784,1.33054,66.63066,4767.52617,5.85023,44.20074,3.318246390606277,1.2361340888179502,-47.999999181208274
1.38323,1.37466,67.35549,4764.3021,5.78776,44.15871,2.99258243430777,1.1148156963623645,-47.999999181208274
1.42863,1.41873,68.07186,4761.26638,5.72147,44.12085,2.702307653761512,1.0066807030197453,-47.999999181208274
1.47402,1.46273,68.77935,4758.40127,5.65174,44.08673,2.44341199173678,0.9102352569606934,-47.999999181208274
1.51941,1.50669,69.47759,4755.69106,5.57896,44.05594,2.2123383352377637,0.8241542400009929,-47.999999181208274
1.5648,1.55061,70.16626,4753.12182,5.50342,44.02815,2.0059352763567095,0.7472636697764737,-47.999999181208274
1.61019,1.59448,70.84505,4750.6812,5.42542,44.00303,1.8214134759754879,0.678524444073703,-47.999999181208274
1.65557,1.63831,71.5137,4748.35824,5.34522,43.98032,1.6563057628986424,0.6170174767071923,-47.999999181208274
1.70096,1.6821,72.17199,4746.14324,5.26302,43.95978,1.5084309412817622,0.5619302148341822,-47.999999181208274
1.74633,1.72587,72.8197,4744.02758,5.17904,43.94117,1.3758611730293995,0.5125444880396446,-47.999999181208274
1.7917,1.7696,73.45664,4742.00361,5.09346,43.92431,1.2568927350259385,0.4682256146353604,-47.999999181208274
1.83707,1.8133,74.08264,4740.06452,5.00642,43.90903,1.150019912886555,0.4284126763952521,-47.999999181208274
1.88243,1.85698,74.69755,4738.20428,4.91807,43.89518,1.0539117750370282,0.3926098662890055,-47.999999181208274
1.92779,1.90063,75.30123,4736.4175,4.82855,43.88261,0.9673915672094866,0.36037881238957015,-47.999999181208274
1.97313,1.94427,75.89357,4734.6994,4.73794,43.87121,0.8894184732364226,0.33133178328902785,-47.999999181208274
2.01848,1.98787,76.47444,4733.04571,4.64637,43.86087,0.8190714999492783,0.3051256847993022,-47.999999181208274
2.06382,2.03146,77.04374,4731.45262,4.55392,43.85149,0.7555352595971435,0.2814567635290362,-47.999999181208274
2.10915,2.07504,77.6014,4729.91673,4.46067,43.84298,0.6980874407288875,0.2600559394575255,-47.999999181208274
2.15447,2.11859,78.14732,4728.43501,4.36669,43.83527,0.6460877767266224,0.24068469642317825,-47.999999181208274
2.19979,2.16213,78.68144,4727.00473,4.27204,43.82829,0.5989683392920407,0.22313146619178215,-47.999999181208274
2.2451,2.20565,79.20367,4725.62347,4.17679,43.82198,0.5562250016306989,0.2072084482680327,-47.999999181208274
2.29041,2.24916,79.71398,4724.28905,4.08098,43.81627,0.5174099325246421,0.1927488137400931,-47.999999181208274
2.3357,2.29266,80.21229,4722.9995,3.98467,43.81112,0.4821249977206994,0.17960424712311468,-47.999999181208274
2.381,2.33614,80.69856,4721.75306,3.88789,43.80649,0.4500159590340978,0.16764278537270183,-47.999999181208274
2.42628,2.37961,81.17274,4720.54816,3.79069,43.80233,0.42076737423280863,0.15674691795763918,-47.999999181208274
2.47156,2.42307,81.6348,4719.38337,3.6931,43.79861,0.394098112182428,0.14681191613335604,-47.999999181208274
2.51683,2.46652,82.08469,4718.2574,3.59514,43.7953,0.36975740794255524,0.1377443633615304,-47.999999181208274
2.5621,2.50996,82.52237,4717.1691,3.49686,43.79235,0.3475213916067552,0.12946086221164346,-47.999999181208274
2.60736,2.5534,82.94783,4716.11743,3.39827,43.78976,0.32719003274821756,0.12188689608659109,-47.999999181208274
2.65261,2.59682,83.36102,4715.10143,3.2994,43.78749,0.30858444947369995,0.11495582677447466,-47.999999181208274
2.69786,2.64024,83.76193,4714.12024,3.20026,43.78552,0.2915445373840155,0.10860801117399672,-47.999999181208274
2.7431,2.68365,84.15053,4713.17309,3.10089,43.78383,0.2759268792802743,0.10279002260503727,-47.999999181208274
2.78833,2.72705,84.52679,4712.25926,3.00129,43.7824,0.26160290132498526,0.09745396393014949,-47.999999181208274
