train_loss,valid_loss
0.725231,0.627715
0.660998,0.612686
0.664009,0.619748
0.671453,0.627572
0.676976,0.632513
0.681387,0.626497
0.680352,0.619483
0.678189,0.620230
0.677477,0.617604
0.675157,0.621571
0.672152,0.630398
0.669739,0.621538
0.667763,0.617854
0.663481,0.615299
0.662267,0.612386
0.658336,0.611182
0.655797,0.613668
0.654641,0.612072
0.652556,0.611981
0.651735,0.609937
