avg w-distance,each dim w-distance
0.127494,0.023043
0.127494,0.091011
0.127494,0.135558
0.127494,0.099992
0.127494,0.224337
0.127494,0.061095
0.127494,0.196915
0.127494,0.196976
0.127494,0.118514
