train_loss,valid_loss
0.613556,0.548473
0.568769,0.527822
0.542177,0.500481
0.522540,0.476255
0.500591,0.448591
0.483165,0.438348
0.471740,0.426708
0.461380,0.415425
0.452981,0.401173
0.447106,0.398360
0.437189,0.400052
0.437210,0.394867
0.428710,0.387790
0.424625,0.382049
0.418745,0.384316
0.415731,0.378072
0.410657,0.385734
0.409512,0.382149
0.408303,0.387037
0.407874,0.382854
