avg w-distance,each dim w-distance
0.123844,0.215737
0.123844,0.175419
0.123844,0.082190
0.123844,0.088337
0.123844,0.112276
0.123844,0.096216
0.123844,0.104941
0.123844,0.104941
0.123844,0.134538
