train_loss,valid_loss
0.691620,0.583455
0.651792,0.597345
0.670047,0.609340
0.687521,0.595252
0.708867,0.626368
0.711885,0.598685
0.715822,0.576273
0.714109,0.705386
0.703129,0.618694
0.699043,0.632087
0.692542,0.674075
0.681348,0.639634
0.676715,0.608049
0.667696,0.587271
0.661847,0.572070
0.651601,0.588523
0.645523,0.572647
0.640807,0.589853
0.636222,0.575703
0.634632,0.581561
