avg w-distance,each dim w-distance
0.142432,0.108867
0.142432,0.059427
0.142432,0.103140
0.142432,0.096432
0.142432,0.293105
0.142432,0.033008
0.142432,0.231467
0.142432,0.231467
0.142432,0.124979
