avg w-distance,each dim w-distance
0.165838,0.264625
0.165838,0.196348
0.165838,0.140510
0.165838,0.191763
0.165838,0.153116
0.165838,0.102199
0.165838,0.147561
0.165838,0.147561
0.165838,0.148856
