train_loss,valid_loss
0.542066,0.350280
0.420036,0.313398
0.375969,0.262258
0.363595,0.277198
0.357364,0.248470
0.352667,0.235619
0.346579,0.222660
0.338746,0.286458
0.330203,0.211301
0.321970,0.230740
0.316504,0.247930
0.308377,0.196496
0.296493,0.203183
0.291239,0.188419
0.279832,0.194461
0.273011,0.185024
0.266453,0.182159
0.262253,0.183082
0.258683,0.178234
0.258250,0.182364
