avg w-distance,each dim w-distance
0.141684,0.109846
0.141684,0.061724
0.141684,0.122276
0.141684,0.109740
0.141684,0.277934
0.141684,0.029455
0.141684,0.217888
0.141684,0.217888
0.141684,0.128401
