train_loss,valid_loss
0.631587,0.466568
0.523298,0.369875
0.439957,0.324972
0.402210,0.316579
0.381655,0.248327
0.369702,0.260634
0.358255,0.257270
0.351696,0.252412
0.343424,0.273814
0.337244,0.222964
0.329397,0.254880
0.322889,0.249696
0.315268,0.247486
0.310545,0.252256
0.304551,0.213816
0.299430,0.233026
0.297482,0.250901
0.293543,0.253362
0.291613,0.228093
0.289563,0.241744
