train_loss,valid_loss
0.786796,0.612926
0.706281,0.595012
0.699709,0.594658
0.708726,0.591946
0.713694,0.601480
0.716057,0.598217
0.717608,0.598733
0.715967,0.601528
0.713470,0.596702
0.713073,0.596418
0.708998,0.596092
0.708589,0.590798
0.706251,0.594168
0.703938,0.592114
0.699353,0.592221
0.697850,0.589807
0.698175,0.587820
0.695420,0.593998
0.693565,0.589436
0.693011,0.590788
