train_loss,valid_loss
0.756779,0.427027
0.644986,0.418320
0.653501,0.429076
0.670333,0.420354
0.680713,0.429950
0.686565,0.434036
0.688099,0.430077
0.685983,0.423894
0.684742,0.404044
0.676164,0.454443
0.674661,0.418906
0.668286,0.418280
0.659744,0.414996
0.653082,0.419557
0.651321,0.412522
0.647007,0.428699
0.640482,0.413546
0.636709,0.413396
0.635286,0.414428
0.634688,0.415681
