avg w-distance,each dim w-distance
0.090094,0.061637
0.090094,0.046636
0.090094,0.099293
0.090094,0.128885
0.090094,0.129354
0.090094,0.028035
0.090094,0.139069
0.090094,0.139069
0.090094,0.038872
