train_loss,valid_loss
0.612547,0.425484
0.579340,0.406095
0.556478,0.394041
0.542538,0.390504
0.534037,0.389508
0.528108,0.382128
0.522963,0.384053
0.518618,0.377665
0.513869,0.374132
0.509291,0.375704
0.506710,0.377318
0.502824,0.375312
0.499367,0.373841
0.496169,0.371892
0.493222,0.372155
0.490588,0.371093
0.488348,0.371641
0.486660,0.369779
0.485606,0.370437
0.485978,0.370497
