train_loss,valid_loss
0.691500,0.472192
0.649181,0.464799
0.660838,0.480233
0.678019,0.468253
0.694977,0.482889
0.702019,0.470068
0.696950,0.525051
0.693968,0.499562
0.691806,0.480117
0.690006,0.532034
0.682219,0.513563
0.673737,0.504297
0.669861,0.465287
0.661343,0.471591
0.655313,0.465467
0.647102,0.469744
0.643625,0.464298
0.640055,0.465493
0.637545,0.465610
0.636005,0.464367
