train_loss,valid_loss
0.609871,0.398883
0.564108,0.396028
0.561154,0.399627
0.564866,0.407268
0.569734,0.399478
0.569282,0.406972
0.569102,0.415274
0.562644,0.404606
0.567646,0.394253
0.563308,0.385378
0.546122,0.385051
0.540530,0.381801
0.530981,0.381502
0.525003,0.376510
0.519369,0.370528
0.512827,0.370390
0.508070,0.368583
0.503576,0.366788
0.499999,0.366258
0.499224,0.365392
