avg w-distance,each dim w-distance
0.276868,0.304085
0.276868,0.304531
0.276868,0.284348
0.276868,0.288599
0.276868,0.350519
0.276868,0.116593
0.276868,0.310859
0.276868,0.310859
0.276868,0.221415
