date,date,date,date,date,date,OT,OT,OT
0.04803,0.04803,57.69662,5079.20693,-0.46783,45.0001,7.032860193597838,2.6199254678037027,0.0
0.09603,0.09603,57.63662,5075.37715,-0.43488,45.00025,7.081772332838398,2.638146526626649,0.0
0.14398,0.14399,57.58108,5071.51282,-0.40122,45.00044,7.126438139680842,2.654785714903568,0.0
0.19191,0.19191,57.5301,5067.61618,-0.36693,45.00067,7.166696183261975,2.6697828953904166,0.0
0.23979,0.2398,57.48375,5063.68957,-0.33209,45.00096,7.202401959147526,2.683084236383289,0.0
0.28764,0.28765,57.44207,5059.73546,-0.29676,45.00128,7.233429137290687,2.694642676615807,0.0
0.33545,0.33546,57.40514,5055.75637,-0.26104,45.00165,7.259670661178075,2.704418334719906,0.0
0.38323,0.38324,57.37299,5051.75492,-0.22499,45.00207,7.281039681205877,2.7123788569330185,0.0
0.43096,0.43098,57.34564,5047.73376,-0.18872,45.00253,7.29747030779317,2.718499697652589,0.0
0.47866,0.47869,57.32311,5043.69564,-0.15229,45.00303,7.308918172547713,2.7227643284851064,0.0
0.52632,0.52635,57.30542,5039.64331,-0.1158,45.00358,7.315360788932359,2.725164372603826,0.0
0.57394,0.57398,57.29255,5035.57957,-0.07933,45.00418,7.3167977071409,2.7256996624441006,0.0
0.62152,0.62158,57.2845,5031.50721,-0.04296,45.00481,7.3132504613575575,2.7243782200561517,0.0
0.6691,0.6691,57.27957,5027.43192,-0.03193,44.93032,7.3064721338945535,2.7218531147276535,-36.999999368848044
0.7167,0.71652,57.27608,5023.35808,-0.02112,44.85589,7.298214842431927,2.7187770563954112,-36.999999368848044
0.76432,0.76385,57.274,5019.28655,-0.01056,44.78154,7.288520758057805,2.71516575489934,-36.999999368848044
0.81196,0.81107,57.27329,5015.2182,-0.00025,44.70728,7.27743427825266,2.7110357494690844,-36.999999368848044
0.85963,0.8582,57.27392,5011.15385,0.00977,44.63313,7.26500281822792,2.7064047035184693,-36.999999368848044
0.90731,0.90522,57.27584,5007.09432,0.01949,44.5591,7.2512766109839815,2.7012913301618537,-36.999999368848044
0.95502,0.95215,57.27902,5003.04039,0.0289,44.48521,7.23630849973035,2.6957153148851662,-36.999999368848044
1.00275,0.99898,57.2834,4998.99283,0.03798,44.41146,7.220153724195676,2.6896972359407743,-36.999999368848044
1.05051,1.0457,57.28894,4994.95236,0.0467,44.33787,7.202869702373077,2.683258483041872,-36.999999368848044
1.09828,1.09234,57.2956,4990.9197,0.05507,44.26445,7.1845158091989365,2.676421174914511,-36.999999368848044
1.14608,1.13887,57.30332,4986.89551,0.06305,44.19121,7.165153153672633,2.6692080762688346,-36.999999368848044
1.19389,1.1853,57.31204,4982.88045,0.07064,44.11817,7.144844355824217,2.6616425147136686,-36.999999368848044
1.24173,1.23164,57.32173,4978.87511,0.07783,44.04532,7.123653324928271,2.6537482981353486,-36.999999368848044
1.28958,1.27788,57.33231,4974.88009,0.08459,43.97269,7.101645040259235,2.645549633023312,-36.999999368848044
1.33746,1.32402,57.34374,4970.89592,0.09093,43.90027,7.0788853356131725,2.637071044198784,-36.999999368848044
1.38536,1.37007,57.35596,4966.92312,0.09683,43.82809,7.055440688736266,2.6283372963713516,-36.999999368848044
1.43327,1.41602,57.36891,4962.96216,0.10229,43.75613,7.031378016692923,2.6193733179082,-36.999999368848044
1.48121,1.46188,57.38252,4959.01348,0.10728,43.68442,7.006764478117659,2.6102041271677385,-36.999999368848044
1.52916,1.50764,57.39674,4955.0775,0.11182,43.61296,6.981667283191028,2.6008547617106266,-36.999999368848044
1.57713,1.5533,57.41151,4951.15457,0.11588,43.54174,6.9561535120479165,2.5913502106520974,-36.999999368848044
1.62512,1.59887,57.42676,4947.24503,0.11947,43.47079,6.9302899422653885,2.5817153503966286,-36.999999368848044
1.67313,1.64434,57.44244,4943.34919,0.12258,43.40009,6.904142885907413,2.571974883932825,-36.999999368848044
1.72116,1.68973,57.45847,4939.46729,0.1252,43.32966,6.877778036581276,2.5621532838579038,-36.999999368848044
1.76921,1.73501,57.4748,4935.59957,0.12734,43.25949,6.851260326750807,2.552274739223116,-36.999999368848044
1.81727,1.78021,57.49135,4931.74622,0.12898,43.18959,6.824653795570766,2.5423631062985828,-36.999999368848044
1.86535,1.82531,57.50808,4927.90739,0.13014,43.11996,6.798021467307736,2.5324418632818744,-36.999999368848044
1.91345,1.87032,57.52491,4924.08321,0.13081,43.0506,6.771425240387512,2.5225340689652445,-36.999999368848044
1.96156,1.91524,57.54179,4920.27376,0.13099,42.9815,6.7449257870145525,2.512662325341236,-36.999999368848044
2.00969,1.96007,57.55864,4916.47909,0.13069,42.91268,6.718582463206612,2.5028487440882126,-36.999999368848044
2.05784,2.0048,57.57541,4912.69922,0.12989,42.84412,6.692453229041089,2.493114916860028,-36.999999368848044
2.106,2.04945,57.59203,4908.93414,0.12862,42.77583,6.666594578846752,2.4834818892806028,-36.999999368848044
2.15418,2.094,57.60845,4905.1838,0.12687,42.70779,6.641061481009242,2.4739701385198933,-36.999999368848044
2.20238,2.13846,57.62459,4901.44814,0.12464,42.64002,6.615907326988207,2.4645995543014334,-36.999999368848044
2.25059,2.18284,57.64041,4897.72703,0.12195,42.5725,6.591183889164717,2.4553894231993834,-36.999999368848044
2.29881,2.22713,57.65585,4894.02034,0.11879,42.50523,6.566941287019119,2.4463584160388963,-36.999999368848044
2.34706,2.27132,57.67083,4890.32791,0.11518,42.43821,6.54322796117308,2.4375245782260926,-36.999999368848044
2.39531,2.31543,57.68532,4886.64953,0.11112,42.37143,6.520090654777189,2.4289053228144533,-36.999999368848044
2.44358,2.35946,57.69925,4882.985,0.10663,42.30488,6.497574401717846,2.4205174261115747,-36.999999368848044
2.49187,2.40339,57.71256,4879.33405,0.1017,42.23856,6.4757225210874285,2.4123770256191617,-36.999999368848044
2.54017,2.44724,57.72521,4875.69642,0.09636,42.17246,6.454576617380894,2.404499620106266,-36.999999368848044
2.58848,2.491,57.73715,4872.07179,0.0906,42.10658,6.434176585867458,2.396900071610377,-36.999999368848044
2.63681,2.53467,57.74831,4868.45986,0.08444,42.0409,6.414560622568004,2.3895926091542736,-36.999999368848044
2.68516,2.57826,57.75865,4864.86026,0.0779,41.97542,6.395765238314927,2.38259083398368,-36.999999368848044
2.73351,2.62176,57.76814,4861.27262,0.07097,41.91013,6.3778252763398395,2.3759077261191512,-36.999999368848044
2.78189,2.66518,57.77671,4857.69656,0.06369,41.84502,6.36077393287502,2.3695556520306575,-36.999999368848044
2.83027,2.70851,57.78432,4854.13166,0.05605,41.78008,6.344642780242999,2.36354637323906,-36.999999368848044
2.87867,2.75176,57.79094,4850.57748,0.04807,41.7153,6.329461791959001,2.3578910556674293,-36.999999368848044
2.92708,2.79492,57.79652,4847.03356,0.03977,41.65068,6.315259369354162,2.352600279558898,-36.999999368848044
2.9755,2.838,57.80102,4843.49944,0.03115,41.58619,6.302062369267319,2.347684049792578,-36.999999368848044
3.02394,2.88099,57.8044,4839.97461,0.02224,41.52184,6.289896132369248,2.3431518064350887,-36.999999368848044
3.07239,2.9239,57.80664,4836.45858,0.01304,41.4576,6.278784511707761,2.3390124353743498,-36.999999368848044
3.12085,2.96673,57.8077,4832.95081,0.00358,41.39348,6.268749901079046,2.3352742788886576,-36.999999368848044
3.16933,3.00947,57.80754,4829.45077,-0.00614,41.32945,6.259813262863671,2.3319451460163267,-36.999999368848044
3.21782,3.05213,57.80613,4825.95789,-0.01609,41.2655,6.2519941549736275,2.329032322594175,-36.999999368848044
3.26632,3.09471,57.80346,4822.47161,-0.02626,41.20163,6.245310756594914,2.32654258084731,-36.999999368848044
3.31483,3.1372,57.7995,4818.99133,-0.03664,41.13781,6.239779892432721,2.324482188421099,-36.999999368848044
3.36335,3.17961,57.79421,4815.51646,-0.0472,41.07405,6.2354170551801005,2.3228569167513404,-36.999999368848044
3.41189,3.22194,57.78759,4812.04639,-0.05794,41.01032,6.232236425964445,2.3216720486811178,-36.999999368848044
3.46044,3.26419,57.77961,4808.58049,-0.06883,40.94662,6.230250892543132,2.32093238523915,-36.999999368848044
3.509,3.30635,57.77025,4805.11814,-0.07986,40.88292,6.229472065051384,2.32064225150629,-36.999999368848044
3.55757,3.34844,57.75951,4801.65868,-0.091,40.81922,6.229910289111455,2.3208055014990348,-36.999999368848044
3.60616,3.39044,57.74737,4798.20146,-0.10226,40.75551,6.231574656165074,2.321425522018641,-36.999999368848044
3.65475,3.43235,57.73382,4794.74582,-0.11359,40.69176,6.234473010880192,2.3225052354103246,-36.999999368848044
3.70336,3.47419,57.71885,4791.29108,-0.125,40.62797,6.238611955526087,2.3240471011931083,-36.999999368848044
3.75198,3.51595,57.70246,4787.83657,-0.13645,40.56412,6.243996851229719,2.3260531165278437,-36.999999368848044
3.80061,3.55762,57.68464,4784.3816,-0.14794,40.5002,6.250631816045416,2.3285248154981217,-36.999999368848044
3.84925,3.59921,57.6654,4780.92547,-0.15944,40.4362,6.258519719808293,2.3314632671930324,-36.999999368848044
3.89791,3.64072,57.64473,4777.46749,-0.17093,40.3721,6.26766217572497,2.3348690725744876,-36.999999368848044
3.94657,3.68214,57.62264,4774.00695,-0.18241,40.30788,6.278059528735765,2.3387423601418313,-36.999999368848044
3.99525,3.72349,57.59914,4770.54314,-0.19384,40.24354,6.289710840653974,2.343082780395831,-36.999999368848044
4.04393,3.76475,57.57423,4767.07536,-0.20522,40.17906,6.302613872143897,2.347889499125018,-36.999999368848044
4.09263,3.80593,57.54792,4763.60288,-0.21652,40.11442,6.316765061606825,2.353161189540162,-36.999999368848044
4.14134,3.84702,57.52023,4760.12498,-0.22773,40.04961,6.332159501086235,2.358896023298323,-36.999999368848044
4.19006,3.88804,57.49117,4756.64096,-0.23883,39.98462,6.348790909305662,2.365091660458746,-36.999999368848044
4.23879,3.92897,57.46075,4753.15008,-0.2498,39.91944,6.366651602002983,2.3717452384316062,-36.999999368848044
4.28753,3.96981,57.429,4749.65164,-0.26062,39.85404,6.385732459723955,2.3788533599802504,-36.999999368848044
4.33628,4.01058,57.39595,4746.1449,-0.27128,39.78842,6.406022893309751,2.3864120803643973,-36.999999368848044
4.38504,4.05126,57.3616,4742.62917,-0.28175,39.72255,6.427510807282273,2.394416893700206,-36.999999368848044
4.43382,4.09186,57.32599,4739.10371,-0.29203,39.65644,6.450182561411422,2.4028627186430667,-36.999999368848044
4.4826,4.13237,57.28914,4735.56783,-0.30209,39.59006,6.474022930750089,2.4117438834995895,-36.999999368848044
4.5314,4.1728,57.2511,4732.02082,-0.31192,39.5234,6.4990150644622995,2.4210541108900023,-36.999999368848044
4.5802,4.21315,57.21187,4728.46198,-0.3215,39.45645,6.525140443797945,2.4307865020926305,-36.999999368848044
4.62902,4.25341,57.17151,4724.89061,-0.33081,39.38919,6.552378839590477,2.4409335212106753,-36.999999368848044
4.67785,4.29358,57.13004,4721.30603,-0.33985,39.32162,6.5807082697003985,2.451486979318788,-36.999999368848044
4.72668,4.33367,57.08751,4717.70757,-0.34858,39.25371,6.6101049568480255,2.4624380187546686,-36.999999368848044
4.77553,4.37368,57.04395,4714.09456,-0.35701,39.18545,6.6405432873001,2.473777097728741,-36.999999368848044
4.82439,4.41359,56.99941,4710.46634,-0.3651,39.11684,6.671995770927853,2.48549397544473,-36.999999368848044
4.87325,4.45343,56.95392,4706.82228,-0.37286,39.04786,6.704433003144023,2.4975776979201982,-36.999999368848044
4.92213,4.49317,56.90753,4703.16173,-0.38025,38.9785,6.737823629305143,2.5100165847254647,-36.999999368848044
4.97102,4.53283,56.86029,4699.4841,-0.38728,38.90875,6.77213431213569,2.5227982168482415,-36.999999368848044
5.01992,4.5724,56.81225,4695.78876,-0.39393,38.8386,6.807329702789407,2.535909425913213,-36.999999368848044
5.06883,4.61188,56.76346,4692.07516,-0.40018,38.76803,6.843372416164937,2.5493362849864614,-36.999999368848044
5.11775,4.65127,56.71396,4688.34271,-0.40602,38.69704,6.880223011120558,2.5630641012049376,-36.999999368848044
5.16667,4.69057,56.6638,4684.59088,-0.41144,38.62561,6.917839976226023,2.5770774104686436,-36.999999368848044
5.21561,4.72979,56.61305,4680.81915,-0.41643,38.55374,6.956179721732666,2.591359974449285,-36.999999368848044
5.26456,4.76891,56.56176,4677.027,-0.42098,38.48142,6.995196578393252,2.6058947801506367,-36.999999368848044
5.31352,4.80794,56.50998,4673.21397,-0.42508,38.40863,7.034842803816787,2.6206640422758753,-36.999999368848044
5.36249,4.84688,56.45777,4669.3796,-0.42872,38.33538,7.075068596991009,2.635649208637591,-36.999999368848044
5.41147,4.88573,56.40518,4665.52347,-0.4319,38.26165,7.115822121613722,2.6508309688493195,-36.999999368848044
5.46045,4.92449,56.35228,4661.64517,-0.4346,38.18743,7.157049538845931,2.6661892665269495,-36.999999368848044
5.50945,4.96316,56.29913,4657.74434,-0.43681,38.11272,7.198695050068325,2.6817033152166387,-36.999999368848044
5.55846,5.00173,56.24577,4653.82063,-0.43854,38.03752,7.240700950182287,2.69735161825084,-36.999999368848044
5.60747,5.04021,56.19229,4649.87374,-0.43977,37.96181,7.283007691957621,2.713111992719522,-36.999999368848044
5.6565,5.07859,56.13872,4645.90339,-0.44051,37.8856,7.3255539618782395,2.728961597724688,-36.999999368848044
5.70553,5.11688,56.08515,4641.90934,-0.44075,37.80888,7.368276767853022,2.7448769670549726,-36.999999368848044
