avg w-distance,each dim w-distance
0.113423,0.065902
0.113423,0.100486
0.113423,0.105949
0.113423,0.095967
0.113423,0.217093
0.113423,0.052799
0.113423,0.137768
0.113423,0.137768
0.113423,0.107076
