avg w-distance,each dim w-distance
0.096647,0.115803
0.096647,0.087561
0.096647,0.115139
0.096647,0.114545
0.096647,0.136589
0.096647,0.034875
0.096647,0.104348
0.096647,0.104348
0.096647,0.056612
