avg w-distance,each dim w-distance
0.111815,0.055751
0.111815,0.090418
0.111815,0.115706
0.111815,0.098169
0.111815,0.189606
0.111815,0.047174
0.111815,0.164622
0.111815,0.164622
0.111815,0.080271
