train_loss,valid_loss
0.925587,0.511580
0.765768,0.474076
0.703715,0.450565
0.671136,0.422656
0.653198,0.423543
0.647912,0.412966
0.639760,0.416619
0.630693,0.414478
0.635597,0.411533
0.627815,0.425958
0.629268,0.402329
0.621524,0.416219
0.631389,0.411285
0.620314,0.395609
0.627493,0.406730
0.612336,0.415489
0.614773,0.409529
0.619148,0.407714
0.616664,0.407471
0.615042,0.407297
