train_loss,valid_loss
0.561401,0.615280
0.516656,0.602265
0.509848,0.598796
0.511051,0.603637
0.510565,0.595937
0.510159,0.581422
0.510204,0.580483
0.503870,0.607054
0.502958,0.590026
0.501741,0.589892
0.495512,0.573244
0.487041,0.566602
0.483683,0.561676
0.477785,0.563719
0.472750,0.555711
0.467677,0.547001
0.463597,0.545606
0.459601,0.548688
0.457563,0.544704
0.456549,0.543649
