train_loss,valid_loss
0.747979,0.762328
0.656801,0.728041
0.643926,0.721621
0.646880,0.715294
0.649875,0.719805
0.652470,0.722672
0.652665,0.724156
0.651228,0.713429
0.652623,0.724091
0.649147,0.726350
0.649247,0.713730
0.648062,0.716943
0.646125,0.725137
0.643253,0.714888
0.643273,0.725429
0.640587,0.721574
0.640206,0.714567
0.638929,0.716429
0.637602,0.715564
0.639215,0.719746
