train_loss,valid_loss
0.148548,0.155083
0.129214,0.142914
0.117043,0.131454
0.110555,0.123398
0.106928,0.127080
0.104720,0.118104
0.103189,0.119010
0.101963,0.120184
0.101025,0.120431
0.100314,0.119550
0.099556,0.118872
0.098963,0.119372
0.098298,0.119339
0.097722,0.118632
0.097345,0.118416
0.096951,0.115933
0.096717,0.116564
0.096495,0.118094
0.096306,0.115759
0.096181,0.117446
