date,date,date,date,date,date,OT
5.70542,9.14011,41.79107,4141.22043,-0.56292,70.81413,10.088000036157
5.72364,9.19275,41.73418,4136.30079,-0.48685,70.82066,10.144888223424
5.74184,9.24534,41.68566,4131.33626,-0.40978,70.82719,10.18986321
5.76001,9.29787,41.64556,4126.33265,-0.33196,70.83374,10.222683549559
5.77815,9.35034,41.61395,4121.2959,-0.25363,70.8403,10.2431909
5.79626,9.40275,41.59083,4116.23209,-0.17507,70.84686,10.251312039266
5.81435,9.4551,41.57621,4111.14738,-0.09652,70.85343,10.24705963
5.83241,9.50739,41.57004,4106.04796,-0.01825,70.86001,10.23053165
5.85044,9.55962,41.57226,4100.94002,0.0595,70.8666,10.20190962
5.86844,9.61179,41.58278,4095.82971,0.13647,70.8732,10.161455482371
5.88641,9.6639,41.60148,4090.72309,0.21242,70.87981,10.109507484725
5.90435,9.71594,41.62823,4085.62608,0.2871,70.88642,10.046474940415
5.92227,9.76792,41.66284,4080.54445,0.36028,70.89305,9.9728321440718
5.94015,9.81984,41.70514,4075.48379,0.43175,70.89968,9.8891115422747
5.95801,9.8717,41.7549,4070.44944,0.5013,70.90632,9.7958963356696
5.97584,9.9235,41.81189,4065.44651,0.56872,70.91297,9.6938126825256
5.99364,9.97524,41.87587,4060.47983,0.63384,70.91963,9.5835216749997
6.01142,10.02692,41.94656,4055.55393,0.69647,70.9263,9.4657112542475
6.02916,10.07853,42.02366,4050.67304,0.75647,70.93297,9.3410882207778
6.04688,10.13009,42.10689,4045.84107,0.81369,70.93966,9.2103704825726
6.06457,10.18159,42.19592,4041.06161,0.86801,70.94635,9.0742796666671
6.08224,10.23303,42.29044,4036.33792,0.91931,70.95306,8.9335342007305
6.09987,10.28441,42.39009,4031.67292,0.9675,70.95977,8.7888429508778
6.11748,10.33574,42.49455,4027.06921,1.01249,70.9665,8.640899481
6.13506,10.38701,42.60345,4022.52906,1.05422,70.97324,8.490376979
6.15262,10.43823,42.71645,4018.05445,1.09262,70.97998,8.3379238739027
6.17015,10.48939,42.83319,4013.64702,1.12767,70.98674,8.1841601541954
6.18766,10.54049,42.9533,4009.30813,1.15933,70.99351,8.0296743757315
6.20514,10.59155,43.07643,4005.03888,1.18759,71.00029,7.8750213394434
6.22259,10.64255,43.20221,4000.84007,1.21245,71.00708,7.7207204041661
6.24002,10.6935,43.33028,3996.71228,1.23391,71.01389,7.5672543922582
6.25743,10.74441,43.46029,3992.65583,1.25199,71.0207,7.4150690386382
6.27481,10.79526,43.59187,3988.67083,1.26671,71.02753,7.2645729293754
6.29217,10.84607,43.7247,3984.75719,1.27812,71.03437,7.1161378733467
6.3095,10.89683,43.85841,3980.91463,1.28625,71.04123,6.9700996497211
6.32682,10.94754,43.99267,3977.14271,1.29116,71.0481,6.8267590746049
6.3441,10.99821,44.12715,3973.44082,1.29291,71.05498,6.6863833321537
6.36137,11.04883,44.26153,3969.8082,1.29155,71.06188,6.5492075182477
6.37862,11.09941,44.39548,3966.244,1.28716,71.06879,6.4154363484513
6.39584,11.14995,44.52871,3962.74722,1.2798,71.07572,6.2852459860423
6.41304,11.20045,44.66091,3959.31679,1.26956,71.08266,6.1587859503293
6.43022,11.25091,44.79178,3955.95151,1.2565,71.08961,6.0361810699678
6.44738,11.30132,44.92106,3952.65015,1.24073,71.09659,5.917533451
6.46452,11.3517,45.04845,3949.41139,1.22231,71.10357,5.8029244302588
6.48164,11.40205,45.17371,3946.23385,1.20134,71.11058,5.6924165011706
6.49874,11.45235,45.29658,3943.11611,1.1779,71.1176,5.5860551785919
6.51582,11.50262,45.41681,3940.0567,1.15208,71.12463,5.4838708033722
6.53288,11.55285,45.53416,3937.05411,1.12397,71.13168,5.3858802662687
6.54992,11.60305,45.64842,3934.10683,1.09367,71.13875,5.2920886459659
6.56694,11.65322,45.75936,3931.21331,1.06126,71.14584,5.2024907550253
6.58394,11.70335,45.86679,3928.37196,1.02682,71.15294,5.1170725902628
6.60093,11.75345,45.97049,3925.58122,0.99046,71.16006,5.0358126859624
6.6179,11.80352,46.0703,3922.83948,0.95227,71.1672,4.9586833699125
6.63484,11.85355,46.16602,3920.14514,0.91232,71.17435,4.8856519235812
6.65177,11.90356,46.2575,3917.4966,0.87071,71.18153,4.8166816487552
6.66869,11.95354,46.34456,3914.89225,0.82753,71.18872,4.7517328438422
6.68558,12.00348,46.42707,3912.33048,0.78287,71.19592,4.6907636935991
6.70246,12.0534,46.50488,3909.80967,0.73681,71.20315,4.6337310765307
6.71932,12.10329,46.57786,3907.32821,0.68944,71.2104,4.5805912944457
6.73617,12.15316,46.64589,3904.88449,0.64083,71.21766,4.5313007288372
6.753,12.20299,46.70885,3902.4769,0.59109,71.22494,4.485816429
6.76981,12.2528,46.76663,3900.10383,0.54028,71.23224,4.4440966350327
6.7866,12.30259,46.81915,3897.76365,0.4885,71.23956,4.4061012447143
6.80338,12.35234,46.8663,3895.45477,0.43582,71.2469,4.3717922211469
6.82014,12.40208,46.90801,3893.17556,0.38233,71.25426,4.3411339526765
6.83689,12.45178,46.94421,3890.92441,0.3281,71.26163,4.3140935644636
6.85362,12.50147,46.97484,3888.69968,0.27322,71.26903,4.2906411866709
6.87033,12.55112,46.99983,3886.49976,0.21777,71.27644,4.2707501822518
6.88703,12.60076,47.01914,3884.323,0.16181,71.28387,4.2543973371473
6.90371,12.65037,47.03273,3882.16775,0.10544,71.29132,4.2415630153789
6.92038,12.69996,47.04056,3880.03237,0.04873,71.29879,4.232231281
6.93703,12.74952,47.04262,3877.91518,-0.00824,71.30628,4.2263899895582
6.95367,12.79906,47.03888,3875.81449,-0.0654,71.31379,4.224030848
6.97029,12.84858,47.02934,3873.72861,-0.12267,71.32132,4.2251494464332
6.98689,12.89807,47.014,3871.65582,-0.17996,71.32887,4.2297452642021
7.00348,12.94755,46.99287,3869.59437,-0.23721,71.33643,4.2378216426052
7.02006,12.997,46.96595,3867.54251,-0.29433,71.34402,4.2493857338708
7.03662,13.04642,46.93327,3865.49844,-0.35125,71.35162,4.2644484196655
7.05316,13.09583,46.89487,3863.46036,-0.40789,71.35925,4.2830242004098
7.06969,13.14522,46.85078,3861.42644,-0.46416,71.36689,4.3051310539064
7.0862,13.19458,46.80104,3859.39478,-0.52,71.37455,4.3307902617546
7.1027,13.24392,46.74572,3857.36351,-0.57531,71.38223,4.3600262016715
7.11918,13.29324,46.68487,3855.33067,-0.63003,71.38993,4.3928661035304
7.13565,13.34253,46.61856,3853.29431,-0.68406,71.39764,4.4293397666168
7.1521,13.3918,46.54688,3851.25242,-0.73733,71.40538,4.4694792353202
7.16854,13.44106,46.46992,3849.20296,-0.78976,71.41313,4.5133184302103
7.18496,13.49029,46.38775,3847.14384,-0.84125,71.42091,4.5608927312355
7.20137,13.53949,46.3005,3845.07295,-0.89174,71.4287,4.6122385095737
7.21776,13.58868,46.20827,3842.98812,-0.94112,71.43651,4.6673926045379
7.23413,13.63784,46.11118,3840.88716,-0.98932,71.44433,4.726391742
7.25049,13.68698,46.00936,3838.76783,-1.03625,71.45218,4.7892718896544
7.26684,13.73609,45.90295,3836.62785,-1.08182,71.46004,4.8560675484469
7.28316,13.78519,45.7921,3834.4649,-1.12595,71.46792,4.9268109718438
7.29948,13.83426,45.67696,3832.27663,-1.16853,71.47582,5.0015313146706
7.31577,13.8833,45.5577,3830.06063,-1.2095,71.48373,5.0802537058619
7.33205,13.93232,45.43449,3827.8145,-1.24874,71.49167,5.1629982439657
7.34832,13.98132,45.3075,3825.53576,-1.28618,71.49961,5.2497789138448
7.36456,14.03029,45.17695,3823.22193,-1.32171,71.50758,5.3406024241256
7.38079,14.07923,45.04301,3820.8705,-1.35526,71.51556,5.4354669660783
7.39701,14.12815,44.90591,3818.47894,-1.38672,71.52356,5.5343608959959
7.4132,14.17704,44.76586,3816.04471,-1.41601,71.53157,5.6372613447527
7.42938,14.22591,44.62308,3813.56524,-1.44304,71.5396,5.7441327600992
7.44555,14.27475,44.47783,3811.03799,-1.46771,71.54764,5.854925389
7.46169,14.32356,44.33032,3808.4604,-1.48994,71.5557,5.9695737128062
7.47782,14.37234,44.18084,3805.82995,-1.50963,71.56378,6.0879948398487
7.49393,14.42109,44.02962,3803.1441,-1.52672,71.57187,6.2100868846307
7.51002,14.46982,43.87694,3800.4004,-1.5411,71.57997,6.3357273387253
7.52609,14.51851,43.72309,3797.59641,-1.5527,71.58809,6.464771463
7.54215,14.56717,43.56834,3794.72976,-1.56144,71.59622,6.5970507267842
7.55819,14.6158,43.41298,3791.79813,-1.56726,71.60436,6.7323713137236
7.5742,14.6644,43.25732,3788.79933,-1.57008,71.61252,6.8705127415636
7.5902,14.71296,43.10165,3785.73123,-1.56983,71.62069,7.011226615
7.60618,14.76149,42.94629,3782.59183,-1.56647,71.62887,7.1542355614702
7.62214,14.80998,42.79154,3779.37927,-1.55993,71.63706,7.2992323778415
7.63808,14.85844,42.63774,3776.09182,-1.55017,71.64526,7.4458794448866
7.65399,14.90686,42.48519,3772.72792,-1.53717,71.65348,7.5938084370888
7.66989,14.95524,42.33423,3769.28621,-1.52088,71.66171,7.7426203789309
7.68577,15.00358,42.18518,3765.76552,-1.50129,71.66994,7.8918860856338
7.70162,15.05188,42.03836,3762.16489,-1.47839,71.67819,8.041147027
7.71745,15.10014,41.8941,3758.48361,-1.45218,71.68644,8.1899166490575
7.73327,15.14836,41.75272,3754.72121,-1.42267,71.69471,8.3376821807895
7.74905,15.19654,41.61454,3750.87749,-1.38989,71.70298,8.4839069496011
7.76482,15.24467,41.47988,3746.95252,-1.35387,71.71126,8.6280332159662
7.78056,15.29276,41.34905,3742.9467,-1.31467,71.71955,8.7694855309214
7.79628,15.3408,41.22235,3738.86068,-1.27234,71.72785,8.9076746067034
7.81198,15.38879,41.10009,3734.69548,-1.22697,71.73615,9.042001678
7.82765,15.43674,40.98254,3730.4524,-1.17864,71.74446,9.1718633214993
7.8433,15.48463,40.86997,3726.13309,-1.12745,71.75278,9.2966566741175
7.85892,15.53248,40.76267,3721.73951,-1.07353,71.7611,9.4157850027868
7.87452,15.58028,40.66087,3717.27397,-1.01701,71.76943,9.5286635322224
7.89009,15.62802,40.56481,3712.73908,-0.95803,71.77777,9.634725451
7.90564,15.67571,40.47471,3708.13778,-0.89675,71.7861,9.733427994
7.92116,15.72334,40.39077,3703.47331,-0.83334,71.79445,9.8242584894625
7.93666,15.77093,40.31318,3698.74921,-0.76799,71.80279,9.9067402622697
7.95213,15.81845,40.24209,3693.96927,-0.70088,71.81114,9.9804382718055
7.96757,15.86592,40.17766,3689.13757,-0.63223,71.8195,10.044964370555
7.98299,15.91333,40.12001,3684.25842,-0.56225,71.82785,10.099982071776
7.99837,15.96068,40.06923,3679.33631,-0.49116,71.83622,10.145210722478
8.01374,16.00798,40.02541,3674.37594,-0.41918,71.84458,10.180428989666
8.02907,16.05521,39.9886,3669.38215,-0.34656,71.85295,10.205477582314
8.04438,16.10239,39.95883,3664.35993,-0.27352,71.86131,10.220261148841
8.05966,16.14951,39.93612,3659.31432,-0.20031,71.86969,10.224749309099
8.07491,16.19656,39.92045,3654.25046,-0.12717,71.87806,10.218976800764
8.09013,16.24355,39.91177,3649.17348,-0.05433,71.88643,10.203042741191
8.10533,16.29049,39.91004,3644.08854,0.01796,71.89481,10.177109027117
8.12049,16.33736,39.91517,3639.00075,0.08947,71.90319,10.141397914753
8.13563,16.38417,39.92705,3633.91514,0.15997,71.91157,10.09618884
8.15074,16.43092,39.94556,3628.83667,0.22924,71.91996,10.041814565676
8.16583,16.4776,39.97055,3623.77015,0.29706,71.92834,9.9786567180289
8.18088,16.52423,40.00187,3618.72028,0.36323,71.93673,9.9071408611299
8.19591,16.57079,40.03931,3613.69154,0.42754,71.94512,9.8277311695202
8.21091,16.61729,40.08269,3608.68826,0.48982,71.95352,9.7409248389477
8.22588,16.66373,40.13179,3603.71454,0.5499,71.96191,9.6472463370369
8.24083,16.71011,40.18637,3598.77426,0.60759,71.97031,9.5472416035048
8.25574,16.75643,40.24619,3593.87105,0.66277,71.97871,9.4414723022474
8.27063,16.80269,40.311,3589.00833,0.71528,71.98711,9.3305102193468
8.28549,16.84889,40.38051,3584.18922,0.76501,71.99552,9.2149318908573
8.30033,16.89503,40.45446,3579.41661,0.81184,72.00393,9.0953135326578
8.31514,16.94111,40.53256,3574.69313,0.85569,72.01235,8.9722263321745
8.32992,16.98714,40.61452,3570.02114,0.89646,72.02076,8.8462321489949
8.34468,17.03311,40.70003,3565.40273,0.93409,72.02918,8.7178796585536
8.35941,17.07902,40.78879,3560.83977,0.96851,72.03761,8.5877009608182
8.37411,17.12488,40.88049,3556.33385,0.99969,72.04604,8.4562086643486
8.38879,17.17068,40.97483,3551.88633,1.0276,72.05448,8.3238934456146
8.40345,17.21643,41.07149,3547.49835,1.0522,72.06292,8.1912220742482
8.41807,17.26212,41.17016,3543.17081,1.07349,72.07136,8.0586358869341
8.43268,17.30776,41.27053,3538.9044,1.09148,72.07982,7.9265496862033
8.44726,17.35335,41.37229,3534.69962,1.10616,72.08827,7.7953510351919
8.46181,17.39889,41.47514,3530.55676,1.11757,72.09674,7.6653999157039
8.47635,17.44438,41.57877,3526.47594,1.12573,72.10521,7.5370287143351
8.49085,17.48982,41.68289,3522.45713,1.13068,72.11369,7.4105425000372
8.50534,17.53521,41.7872,3518.50011,1.13246,72.12217,7.286219556
8.5198,17.58056,41.89141,3514.60455,1.13111,72.13066,7.1643121298247
8.53424,17.62585,41.99524,3510.76995,1.12671,72.13916,7.0450473649247
8.54865,17.67111,42.09842,3506.99573,1.11931,72.14767,6.9286283821928
8.56305,17.71631,42.20067,3503.28115,1.10897,72.15619,6.8152354776804
8.57742,17.76147,42.30174,3499.62542,1.09577,72.16471,6.7050274088677
8.59177,17.80659,42.40137,3496.02761,1.07979,72.17325,6.5981427425866
8.6061,17.85167,42.49931,3492.48673,1.06111,72.18179,6.4947012410265
8.62041,17.89671,42.59532,3489.00172,1.0398,72.19034,6.3948052649928
8.6347,17.9417,42.68917,3485.57142,1.01595,72.1989,6.2985411762734
8.64896,17.98665,42.78065,3482.19465,0.98965,72.20748,6.2059807236243
8.66321,18.03157,42.86954,3478.87015,0.961,72.21606,6.1171823993306
8.67743,18.07644,42.95562,3475.5966,0.93007,72.22465,6.0321927556379
8.69164,18.12128,43.03872,3472.37268,0.89696,72.23325,5.9510476724217
8.70583,18.16608,43.11864,3469.19698,0.86177,72.24186,5.873773569
8.71999,18.21084,43.19519,3466.06809,0.82459,72.25049,5.8003885577366
8.73414,18.25556,43.26822,3462.98455,0.78551,72.25912,5.7309035278793
8.74827,18.30025,43.33757,3459.94488,0.74463,72.26777,5.6653231707289
8.76237,18.34491,43.40307,3456.94758,0.70205,72.27643,5.6036469316085
8.77646,18.38953,43.46459,3453.99112,0.65786,72.2851,5.5458698964126
8.79054,18.43411,43.522,3451.07394,0.61215,72.29378,5.4919836105299
8.80459,18.47867,43.57516,3448.19449,0.56503,72.30247,5.4419768316241
8.81862,18.52319,43.62397,3445.35116,0.51658,72.31117,5.3958362178241
8.83264,18.56767,43.66832,3442.54236,0.4669,72.31989,5.3535469531847
8.84664,18.61213,43.7081,3439.76646,0.4161,72.32862,5.3150933125546
8.86062,18.65655,43.74323,3437.02184,0.36426,72.33736,5.280459168
8.87458,18.70094,43.77363,3434.30683,0.31148,72.34611,5.24962844
8.88853,18.7453,43.79922,3431.61976,0.25785,72.35488,5.2225854919506
8.90245,18.78963,43.81994,3428.95896,0.20347,72.36365,5.1993154788217
8.91636,18.83393,43.83573,3426.32271,0.14843,72.37244,5.1798046398918
8.93026,18.8782,43.84655,3423.7093,0.09283,72.38125,5.1640405483344
8.94413,18.92244,43.85236,3421.11699,0.03675,72.39006,5.1520123134159
8.95799,18.96665,43.85313,3418.54403,-0.01969,72.39889,5.1437107386798
8.97183,19.01083,43.84883,3415.98864,-0.07642,72.40773,5.1391284371441
8.98565,19.05498,43.83945,3413.44902,-0.13334,72.41659,5.1382599045063
8.99946,19.0991,43.825,3410.92335,-0.19035,72.42545,5.1411015511332
9.01325,19.1432,43.80546,3408.4098,-0.24736,72.43433,5.1476516932809
9.02702,19.18726,43.78086,3405.9065,-0.30428,72.44322,5.1579105037859
9.04078,19.2313,43.75121,3403.41156,-0.36101,72.45213,5.1718799221535
9.05452,19.27531,43.71653,3400.92307,-0.41746,72.46104,5.1895635237422
9.06824,19.31929,43.67688,3398.4391,-0.47353,72.46997,5.2109663474964
9.08195,19.36324,43.63229,3395.95766,-0.52914,72.47892,5.2360946814376
9.09564,19.40716,43.58282,3393.47678,-0.58417,72.48787,5.264955805
9.10931,19.45106,43.52852,3390.99442,-0.63854,72.49684,5.2975576867779
9.12296,19.49492,43.46947,3388.50855,-0.69216,72.50582,5.3339086372186
9.1366,19.53876,43.40574,3386.01708,-0.74492,72.51481,5.3740169135367
9.15022,19.58257,43.33743,3383.5179,-0.79673,72.52381,5.4178902767647
9.16383,19.62635,43.26463,3381.00888,-0.8475,72.53283,5.4655354987226
9.17742,19.6701,43.18744,3378.48787,-0.89712,72.54185,5.5169578178248
9.19099,19.71383,43.10598,3375.95266,-0.94551,72.55089,5.5721603424918
9.20454,19.75752,43.02036,3373.40105,-0.99255,72.55994,5.6311434012003
9.21808,19.80119,42.93072,3370.83079,-1.03816,72.56901,5.6939038385144
9.2316,19.84482,42.83719,3368.23963,-1.08224,72.57808,5.7604342568755
9.2451,19.88843,42.73991,3365.62529,-1.12469,72.58716,5.8307222044729
9.25858,19.932,42.63905,3362.98547,-1.16541,72.59626,5.9047493101442
9.27205,19.97555,42.53477,3360.31786,-1.20431,72.60536,5.9824903670832
9.2855,20.01906,42.42723,3357.62014,-1.24129,72.61448,6.0639123680198
9.29893,20.06254,42.31662,3354.88997,-1.27625,72.62361,6.148973496
9.31235,20.10599,42.20313,3352.12505,-1.30911,72.63274,6.2376220732268
9.32574,20.14941,42.08694,3349.32303,-1.33976,72.64189,6.3297954817926
9.33912,20.1928,41.96826,3346.48162,-1.36812,72.65104,6.425419052
9.35248,20.23615,41.84731,3343.59851,-1.3941,72.66021,6.5244049378584
9.36582,20.27947,41.7243,3340.67144,-1.41761,72.66938,6.6266509906025
9.37915,20.32276,41.59945,3337.69817,-1.43856,72.67856,6.7320396339794
9.39245,20.36601,41.473,3334.6765,-1.45687,72.68775,6.8404367677884
9.40574,20.40923,41.34518,3331.6043,-1.47247,72.69695,6.9516907094878
9.41901,20.45241,41.21625,3328.47947,-1.48528,72.70616,7.0656311951388
9.43225,20.49555,41.08644,3325.30001,-1.49522,72.71537,7.1820684600312
9.44548,20.53866,40.95603,3322.06399,-1.50224,72.72459,7.300792421
9.45869,20.58173,40.82526,3318.76957,-1.50628,72.73382,7.4215719872829
9.47188,20.62476,40.6944,3315.41503,-1.50728,72.74306,7.5441545161896
9.48505,20.66775,40.56372,3311.99875,-1.50519,72.7523,7.6682654542214
9.4982,20.71071,40.4335,3308.51925,-1.49997,72.76154,7.7936081751544
9.51133,20.75362,40.304,3304.97521,-1.4916,72.77079,7.9198640499484
9.52443,20.79649,40.1755,3301.36544,-1.48004,72.78005,8.0466927706609
9.53752,20.83931,40.04828,3297.68893,-1.46528,72.78931,8.1737329523039
9.55059,20.8821,39.92261,3293.94487,-1.44732,72.79858,8.3006030337076
9.56363,20.92484,39.79878,3290.13262,-1.42615,72.80785,8.4269024952259
9.57665,20.96753,39.67704,3286.25175,-1.4018,72.81712,8.5522134069038
9.58965,21.01018,39.55769,3282.30208,-1.37429,72.82639,8.6761023157088
9.60263,21.05278,39.44097,3278.28361,-1.34366,72.83567,8.798122475
9.61559,21.09534,39.32715,3274.1966,-1.30995,72.84495,8.9178164092215
9.62852,21.13785,39.2165,3270.04157,-1.27323,72.85423,9.034718812
9.64143,21.1803,39.10925,3265.81925,-1.23356,72.86352,9.1483597411522
9.65432,21.22271,39.00566,3261.53067,-1.19104,72.8728,9.2582681051957
9.66718,21.26507,38.90595,3257.1771,-1.14576,72.88209,9.3639753856791
9.68002,21.30737,38.81034,3252.76004,-1.09784,72.89137,9.4650195659824
9.69284,21.34962,38.71905,3248.2813,-1.04739,72.90066,9.5609492083365
9.70563,21.39182,38.63227,3243.74291,-0.99455,72.90995,9.6513276233713
9.7184,21.43396,38.5502,3239.14715,-0.93947,72.91923,9.7357370680964
9.73114,21.47605,38.473,3234.49656,-0.8823,72.92851,9.8137829041085
9.74386,21.51808,38.40083,3229.79389,-0.82321,72.9378,9.8850976449123
9.75655,21.56006,38.33384,3225.04214,-0.76238,72.94708,9.9493448200781
9.76922,21.60198,38.27214,3220.24447,-0.7,72.95636,10.006222584799
9.78186,21.64384,38.21584,3215.40428,-0.63626,72.96564,10.055467006158
9.79448,21.68564,38.16505,3210.52512,-0.57137,72.97491,10.096854962181
9.80707,21.72738,38.11982,3205.61067,-0.50553,72.98419,10.130206596484
9.81964,21.76906,38.08021,3200.66479,-0.43897,72.99346,10.155387279702
9.83218,21.81068,38.04626,3195.69141,-0.37189,73.00272,10.172309038825
9.84469,21.85224,38.01799,3190.69457,-0.30451,73.01199,10.180931426783
9.85718,21.89374,37.99539,3185.67837,-0.23707,73.02125,10.181261816508
9.86964,21.93518,37.97843,3180.64695,-0.16978,73.03051,10.173355116202
9.88207,21.97656,37.96709,3175.60446,-0.10286,73.03976,10.157312914993
9.89448,22.01787,37.96131,3170.55506,-0.03654,73.04901,10.13328208
9.90687,22.05913,37.961,3165.50286,0.02898,73.05826,10.101452839136
9.91922,22.10032,37.96608,3160.45194,0.09348,73.06751,10.062056387176
9.93155,22.14145,37.97643,3155.40629,0.15676,73.07675,10.01536208
9.94386,22.18251,37.99193,3150.36983,0.21862,73.08599,9.9616742346011
9.95613,22.22351,38.01244,3145.34634,0.27887,73.09522,9.9013287010107
9.96839,22.26446,38.03781,3140.33949,0.33732,73.10445,9.8346891100677
9.98061,22.30534,38.06785,3135.35282,0.39382,73.11368,9.7621430277363
9.99281,22.34615,38.10239,3130.38968,0.44819,73.12291,9.684097987
10.00498,22.38691,38.14124,3125.45328,0.50028,73.13213,9.6009774991421
10.01713,22.4276,38.18419,3120.54665,0.54996,73.14135,9.5132170931822
10.02925,22.46824,38.23103,3115.67261,0.59709,73.15057,9.4212604570907
10.04135,22.50881,38.28152,3110.83382,0.64156,73.15979,9.3255557170322
10.05342,22.54933,38.33544,3106.03272,0.68326,73.169,9.2265519093295
10.06547,22.58978,38.39256,3101.27157,0.72211,73.17821,9.1246956800873
10.07749,22.63018,38.45262,3096.55242,0.75802,73.18742,9.020428244
10.08949,22.67051,38.51537,3091.87712,0.79092,73.19663,8.9141826219896
10.10146,22.71079,38.58057,3087.24732,0.82076,73.20584,8.8063811840101
10.1134,22.75101,38.64796,3082.66448,0.84749,73.21504,8.6974334885086
10.12533,22.79118,38.71727,3078.12987,0.87107,73.22425,8.5877344386638
10.13723,22.83129,38.78826,3073.64457,0.89149,73.23346,8.4776627418132
10.1491,22.87134,38.86065,3069.20948,0.90872,73.24266,8.367579667
10.16095,22.91134,38.9342,3064.82534,0.92277,73.25187,8.257828091
10.17278,22.95128,39.00864,3060.4927,0.93364,73.26107,8.148731808
10.18459,22.99117,39.08372,3056.21196,0.94135,73.27028,8.0405950978895
10.19637,23.03101,39.15919,3051.98338,0.94592,73.27949,7.9337025220484
10.20813,23.0708,39.23479,3047.80706,0.94738,73.28869,7.8283189274826
10.21987,23.11053,39.31028,3043.68296,0.94577,73.2979,7.7246896390529
10.23158,23.15022,39.38543,3039.61094,0.94114,73.30712,7.6230408147899
10.24327,23.18985,39.45998,3035.59069,0.93354,73.31633,7.5235799425821
10.25495,23.22944,39.53372,3031.62185,0.92302,73.32555,7.4264964563407
10.2666,23.26898,39.60642,3027.70389,0.90966,73.33477,7.3319624508011
10.27822,23.30847,39.67785,3023.83623,0.89352,73.34399,7.2401334753548
10.28983,23.34791,39.74781,3020.01817,0.87468,73.35321,7.1511493886528
10.30142,23.38731,39.81609,3016.24894,0.8532,73.36244,7.0651352572867
10.31298,23.42666,39.88249,3012.52769,0.82918,73.37167,6.9822022833492
10.32453,23.46596,39.94682,3008.85347,0.8027,73.38091,6.9024487473359
10.33605,23.50522,40.00889,3005.22531,0.77385,73.39015,6.8259609543655
10.34756,23.54444,40.06852,3001.64214,0.74271,73.39939,6.7528141732454
10.35904,23.58362,40.12556,2998.10283,0.70938,73.40864,6.6830735593555
10.37051,23.62275,40.17982,2994.60623,0.67396,73.41789,6.6167950536631
10.38196,23.66184,40.23118,2991.1511,0.63653,73.42715,6.5540262514907
10.39338,23.70088,40.27947,2987.73618,0.59721,73.43641,6.4948072357449
10.40479,23.73989,40.32456,2984.36016,0.55609,73.44568,6.4391713703864
10.41618,23.77886,40.36632,2981.02168,0.51327,73.45495,6.3871460508314
10.42755,23.81778,40.40463,2977.71936,0.46885,73.46423,6.3387534087807
10.4389,23.85667,40.43938,2974.45176,0.42294,73.47352,6.2940109696637
10.45023,23.89552,40.47047,2971.21742,0.37564,73.48281,6.2529322614643
10.46155,23.93433,40.49779,2968.01486,0.32705,73.4921,6.2155273742257
10.47284,23.9731,40.52127,2964.84254,0.27729,73.5014,6.1818034698899
10.48412,24.01183,40.54081,2961.69892,0.22645,73.51071,6.1517652424749
10.49538,24.05052,40.55636,2958.58241,0.17464,73.52003,6.1254153288443
10.50662,24.08918,40.56785,2955.4914,0.12197,73.52935,6.1027546704726
10.51784,24.1278,40.57522,2952.42425,0.06855,73.53868,6.0837828267787
10.52905,24.16638,40.57843,2949.37931,0.01448,73.54801,6.0684982406347
